Sr.No,Ib (mA),Vb(mv),T1,T2,Normalizarion 100,Inc Volt,Normalization 80,
12329,640,6630,30.5,30.5,92.13063299,8130,78.3115647,21.68896196
12330,645,6630,30.5,30.5,92.13810627,8130,78.31791704,21.68260967
12331,635,6620,30.5,30.5,92.14557955,8130,78.32426937,21.67625738
12332,630,6630,30.5,30.5,92.15305284,8130,78.3306217,21.66990509
12333,635,6630,30.5,30.5,92.16052612,8130,78.33697404,21.6635528
12334,635,6620,30.5,30.5,92.1679994,8130,78.34332637,21.65720051
12335,635,6630,30.5,30.5,92.17547269,8130,78.3496787,21.65084822
12336,635,6620,30.5,30.5,92.18294597,8130,78.35603104,21.64449593
12337,630,6620,30.5,30.5,92.19041925,8130,78.36238337,21.63814364
12338,630,6620,30.5,30.5,92.19789253,8130,78.3687357,21.63179135
12339,635,6630,30.5,30.5,92.20536582,8130,78.37508804,21.62543905
12340,630,6620,30.5,30.5,92.2128391,8130,78.38144037,21.61908676
12341,635,6620,30.5,30.5,92.22031238,8130,78.3877927,21.61273447
12342,640,6620,30.5,30.5,92.22778567,8130,78.39414504,21.60638218
12343,635,6620,30.5,30.5,92.23525895,8130,78.40049737,21.60002989
12344,635,6620,30.5,30.5,92.24273223,8130,78.4068497,21.5936776
12345,635,6620,30.5,30.5,92.25020552,8130,78.41320204,21.58732531
12346,635,6620,30.5,30.5,92.2576788,8130,78.41955437,21.58097302
12347,635,6620,30.5,30.5,92.26515208,8130,78.4259067,21.57462073
12348,635,6620,30.5,30.5,92.27262536,8130,78.43225903,21.56826844
12349,640,6620,30.5,30.5,92.28009865,8130,78.43861137,21.56191615
12350,635,6620,30.5,30.5,92.28757193,8130,78.4449637,21.55556386
12351,635,6620,30.5,30.5,92.29504521,8130,78.45131603,21.54921157
12352,635,6620,30.5,30.5,92.3025185,8130,78.45766837,21.54285928
12353,630,6620,30.5,30.5,92.30999178,8130,78.4640207,21.53650699
12354,635,6620,30.5,30.5,92.31746506,8130,78.47037303,21.5301547
12355,640,6620,30.5,30.5,92.32493835,8130,78.47672537,21.52380241
12356,635,6620,30.5,30.5,92.33241163,8130,78.4830777,21.51745012
12357,635,6620,30.5,30.5,92.33988491,8130,78.48943003,21.51109782
12358,640,6620,30.5,30.5,92.34735819,8130,78.49578237,21.50474553
12359,640,6620,30.5,30.5,92.35483148,8130,78.5021347,21.49839324
12360,640,6620,30.5,30.5,92.36230476,8130,78.50848703,21.49204095
12361,635,6620,30.5,30.5,92.36977804,8130,78.51483937,21.48568866
12362,635,6620,30.5,30.5,92.37725133,8130,78.5211917,21.47933637
12363,635,6620,30.5,30.5,92.38472461,8130,78.52754403,21.47298408
12364,635,6620,30.5,30.5,92.39219789,8130,78.53389637,21.46663179
12365,635,6620,30.5,30.5,92.39967118,8130,78.5402487,21.4602795
12366,635,6620,30.5,30.5,92.40714446,8130,78.54660103,21.45392721
12367,635,6620,30.5,30.5,92.41461774,8130,78.55295337,21.44757492
12368,640,6620,30.5,30.5,92.42209102,8130,78.5593057,21.44122263
12369,635,6620,30.5,30.5,92.42956431,8130,78.56565803,21.43487034
12370,630,6620,30.5,30.5,92.43703759,8130,78.57201037,21.42851805
12371,630,6620,30.5,30.5,92.44451087,8130,78.5783627,21.42216576
12372,635,6620,30.5,30.5,92.45198416,8130,78.58471503,21.41581347
12373,635,6620,30.5,30.5,92.45945744,8130,78.59106737,21.40946118
12374,635,6620,30.5,30.5,92.46693072,8130,78.5974197,21.40310889
12375,630,6620,30.5,30.5,92.47440401,8130,78.60377203,21.39675659
12376,635,6620,30.5,30.5,92.48187729,8130,78.61012437,21.3904043
12377,635,6610,30.5,30.5,92.48935057,8130,78.6164767,21.38405201
12378,635,6620,30.5,30.5,92.49682385,8130,78.62282903,21.37769972
12379,635,6610,30.5,30.5,92.50429714,8130,78.62918137,21.37134743
12380,635,6620,30.5,30.5,92.51177042,8130,78.6355337,21.36499514
12381,635,6610,30.5,30.5,92.5192437,8130,78.64188603,21.35864285
12382,635,6610,30.5,30.5,92.52671699,8130,78.64823837,21.35229056
12383,635,6610,30.5,30.5,92.53419027,8130,78.6545907,21.34593827
12384,640,6610,30.5,30.5,92.54166355,8130,78.66094303,21.33958598
12385,630,6610,30.5,30.5,92.54913684,8130,78.66729537,21.33323369
12386,635,6610,30.5,30.5,92.55661012,8130,78.6736477,21.3268814
12387,640,6610,30.5,30.5,92.5640834,8130,78.68000003,21.32052911
12388,635,6610,30.5,30.5,92.57155668,8130,78.68635237,21.31417682
12389,635,6610,30.5,30.5,92.57902997,8130,78.6927047,21.30782453
12390,635,6610,30.5,30.5,92.58650325,8130,78.69905703,21.30147224
12391,635,6610,30.5,30.5,92.59397653,8130,78.70540937,21.29511995
12392,640,6610,30.5,30.5,92.60144982,8130,78.7117617,21.28876765
12393,635,6610,30.5,30.5,92.6089231,8130,78.71811403,21.28241536
12394,630,6610,30.5,30.5,92.61639638,8130,78.72446637,21.27606307
12395,635,6610,30.5,30.5,92.62386967,8130,78.7308187,21.26971078
12396,635,6610,30.5,30.5,92.63134295,8130,78.73717103,21.26335849
12397,635,6610,30.5,30.5,92.63881623,8130,78.74352337,21.2570062
12398,630,6610,30.5,30.5,92.64628951,8130,78.7498757,21.25065391
12399,640,6610,30.5,30.5,92.6537628,8130,78.75622803,21.24430162
12400,630,6610,30.5,30.5,92.66123608,8130,78.76258037,21.23794933
12401,635,6610,30.5,30.5,92.66870936,8130,78.7689327,21.23159704
12402,630,6610,30.5,30.5,92.67618265,8130,78.77528503,21.22524475
12403,635,6610,30.5,30.5,92.68365593,8130,78.78163737,21.21889246
12404,635,6610,30.5,30.5,92.69112921,8130,78.7879897,21.21254017
12405,635,6610,30.5,30.5,92.6986025,8130,78.79434203,21.20618788
12406,630,6610,30.5,30.5,92.70607578,8130,78.80069437,21.19983559
12407,635,6610,30.5,30.5,92.71354906,8130,78.8070467,21.1934833
12408,635,6610,30.5,30.5,92.72102235,8130,78.81339903,21.18713101
12409,635,6610,30.5,30.5,92.72849563,8130,78.81975137,21.18077872
12410,635,6610,30.5,30.5,92.73596891,8130,78.8261037,21.17442642
12411,640,6610,30.5,30.5,92.74344219,8130,78.83245603,21.16807413
12412,635,6610,30.5,30.5,92.75091548,8130,78.83880837,21.16172184
12413,635,6610,30.5,30.5,92.75838876,8130,78.8451607,21.15536955
12414,635,6600,30.5,30.5,92.76586204,8130,78.85151303,21.14901726
12415,635,6600,30.5,30.5,92.77333533,8130,78.85786536,21.14266497
12416,635,6600,30.5,30.5,92.78080861,8130,78.8642177,21.13631268
12417,635,6610,30.5,30.5,92.78828189,8130,78.87057003,21.12996039
12418,635,6600,30.5,30.5,92.79575518,8130,78.87692236,21.1236081
12419,635,6600,30.5,30.5,92.80322846,8130,78.8832747,21.11725581
12420,630,6600,30.5,30.5,92.81070174,8130,78.88962703,21.11090352
12421,640,6600,30.5,30.5,92.81817502,8130,78.89597936,21.10455123
12422,635,6600,30.5,30.5,92.82564831,8130,78.9023317,21.09819894
12423,635,6600,30.5,30.5,92.83312159,8130,78.90868403,21.09184665
12424,635,6600,30.5,30.5,92.84059487,8130,78.91503636,21.08549436
12425,640,6600,30.5,30.5,92.84806816,8130,78.9213887,21.07914207
12426,635,6600,30.5,30.5,92.85554144,8140,78.92774103,21.07278978
12427,635,6600,30.5,30.5,92.86301472,8140,78.93409336,21.06643749
12428,635,6600,30.5,30.5,92.87048801,8140,78.9404457,21.06008519
12429,635,6600,30.5,30.5,92.87796129,8140,78.94679803,21.0537329
12430,640,6600,30.5,30.5,92.88543457,8140,78.95315036,21.04738061
12431,635,6600,30.5,30.5,92.89290785,8140,78.9595027,21.04102832
12432,630,6600,30.5,30.5,92.90038114,8140,78.96585503,21.03467603
12433,635,6600,30.5,30.5,92.90785442,8140,78.97220736,21.02832374
12434,635,6600,30.5,30.5,92.9153277,8140,78.9785597,21.02197145
12435,635,6600,30.5,30.5,92.92280099,8140,78.98491203,21.01561916
12436,635,6600,30.5,30.5,92.93027427,8140,78.99126436,21.00926687
12437,635,6600,30.5,30.5,92.93774755,8140,78.9976167,21.00291458
12438,635,6600,30.5,30.5,92.94522084,8140,79.00396903,20.99656229
12439,635,6600,30.5,30.5,92.95269412,8140,79.01032136,20.99021
12440,635,6600,30.5,30.5,92.9601674,8140,79.0166737,20.98385771
12441,635,6600,30.5,30.5,92.96764068,8140,79.02302603,20.97750542
12442,625,6600,30.5,30.5,92.97511397,8140,79.02937836,20.97115313
12443,635,6600,30.5,30.5,92.98258725,8140,79.0357307,20.96480084
12444,635,6600,30.5,30.5,92.99006053,8140,79.04208303,20.95844855
12445,635,6600,30.5,30.5,92.99753382,8140,79.04843536,20.95209626
12446,635,6600,30.5,30.5,93.0050071,8140,79.0547877,20.94574396
12447,635,6600,30.5,30.5,93.01248038,8140,79.06114003,20.93939167
12448,635,6600,30.5,30.5,93.01995367,8140,79.06749236,20.93303938
12449,635,6600,30.5,30.5,93.02742695,8140,79.0738447,20.92668709
12450,635,6600,30.5,30.5,93.03490023,8140,79.08019703,20.9203348
12451,640,6600,30.5,30.5,93.04237351,8140,79.08654936,20.91398251
12452,635,6600,30.5,30.5,93.0498468,8140,79.0929017,20.90763022
12453,635,6600,30.5,30.5,93.05732008,8140,79.09925403,20.90127793
12454,635,6600,30.5,30.5,93.06479336,8140,79.10560636,20.89492564
12455,635,6600,30.5,30.5,93.07226665,8140,79.1119587,20.88857335
12456,630,6600,30.5,30.5,93.07973993,8140,79.11831103,20.88222106
12457,640,6600,30.5,30.5,93.08721321,8140,79.12466336,20.87586877
12458,635,6600,30.5,30.5,93.0946865,8140,79.1310157,20.86951648
12459,635,6590,30.5,30.5,93.10215978,8140,79.13736803,20.86316419
12460,635,6590,30.5,30.5,93.10963306,8140,79.14372036,20.8568119
12461,635,6590,30.5,30.5,93.11710634,8140,79.1500727,20.85045961
12462,630,6590,30.5,30.5,93.12457963,8140,79.15642503,20.84410732
12463,630,6600,30.5,30.5,93.13205291,8140,79.16277736,20.83775503
12464,630,6590,30.5,30.5,93.13952619,8140,79.1691297,20.83140273
12465,635,6590,30.5,30.5,93.14699948,8140,79.17548203,20.82505044
12466,640,6590,30.5,30.5,93.15447276,8140,79.18183436,20.81869815
12467,635,6590,30.5,30.5,93.16194604,8140,79.1881867,20.81234586
12468,635,6590,30.5,30.5,93.16941933,8140,79.19453903,20.80599357
12469,630,6590,30.5,30.5,93.17689261,8140,79.20089136,20.79964128
12470,635,6590,30.5,30.5,93.18436589,8140,79.2072437,20.79328899
12471,630,6590,30.5,30.5,93.19183917,8140,79.21359603,20.7869367
12472,640,6590,30.5,30.5,93.19931246,8140,79.21994836,20.78058441
12473,635,6590,30.5,30.5,93.20678574,8140,79.2263007,20.77423212
12474,635,6590,30.5,30.5,93.21425902,8140,79.23265303,20.76787983
12475,635,6590,30.5,30.5,93.22173231,8140,79.23900536,20.76152754
12476,630,6590,30.5,30.5,93.22920559,8140,79.2453577,20.75517525
12477,635,6590,30.5,30.5,93.23667887,8140,79.25171003,20.74882296
12478,635,6590,30.5,30.5,93.24415216,8140,79.25806236,20.74247067
12479,635,6590,30.5,30.5,93.25162544,8140,79.26441469,20.73611838
12480,635,6590,30.5,30.5,93.25909872,8140,79.27076703,20.72976609
12481,635,6590,30.5,30.5,93.26657201,8140,79.27711936,20.7234138
12482,635,6590,30.5,30.5,93.27404529,8140,79.28347169,20.7170615
12483,635,6590,30.5,30.5,93.28151857,8140,79.28982403,20.71070921
12484,630,6590,30.5,30.5,93.28899185,8140,79.29617636,20.70435692
12485,635,6590,30.5,30.5,93.29646514,8140,79.30252869,20.69800463
12486,635,6590,30.5,30.5,93.30393842,8140,79.30888103,20.69165234
12487,630,6590,30.5,30.5,93.3114117,8140,79.31523336,20.68530005
12488,635,6590,30.5,30.5,93.31888499,8140,79.32158569,20.67894776
12489,635,6590,30.5,30.5,93.32635827,8140,79.32793803,20.67259547
12490,635,6590,30.5,30.5,93.33383155,8140,79.33429036,20.66624318
12491,630,6590,30.5,30.5,93.34130484,8140,79.34064269,20.65989089
12492,635,6590,30.5,30.5,93.34877812,8140,79.34699503,20.6535386
12493,630,6590,30.5,30.5,93.3562514,8140,79.35334736,20.64718631
12494,635,6590,30.5,30.5,93.36372468,8140,79.35969969,20.64083402
12495,635,6590,30.5,30.5,93.37119797,8140,79.36605203,20.63448173
12496,640,6590,30.5,30.5,93.37867125,8140,79.37240436,20.62812944
12497,640,6590,30.5,30.5,93.38614453,8140,79.37875669,20.62177715
12498,630,6590,30.5,30.5,93.39361782,8140,79.38510903,20.61542486
12499,630,6590,30.5,30.5,93.4010911,8140,79.39146136,20.60907256
12500,640,6580,30.5,30.5,93.40856438,8140,79.39781369,20.60272027
12501,635,6590,30.5,30.5,93.41603767,8140,79.40416603,20.59636798
12502,630,6580,30.5,30.5,93.42351095,8140,79.41051836,20.59001569
12503,635,6590,30.5,30.5,93.43098423,8140,79.41687069,20.5836634
12504,635,6590,30.5,30.5,93.43845751,8140,79.42322303,20.57731111
12505,635,6580,30.5,30.5,93.4459308,8140,79.42957536,20.57095882
12506,635,6580,30.5,30.5,93.45340408,8140,79.43592769,20.56460653
12507,635,6580,30.5,30.5,93.46087736,8140,79.44228003,20.55825424
12508,635,6580,30.5,30.5,93.46835065,8140,79.44863236,20.55190195
12509,635,6580,30.5,30.5,93.47582393,8140,79.45498469,20.54554966
12510,635,6580,30.5,30.5,93.48329721,8140,79.46133703,20.53919737
12511,640,6580,30.5,30.5,93.4907705,8140,79.46768936,20.53284508
12512,640,6580,30.5,30.5,93.49824378,8140,79.47404169,20.52649279
12513,640,6580,30.5,30.5,93.50571706,8140,79.48039403,20.5201405
12514,635,6580,30.5,30.5,93.51319034,8140,79.48674636,20.51378821
12515,630,6580,30.5,30.5,93.52066363,8150,79.49309869,20.50743592
12516,630,6580,30.5,30.5,93.52813691,8150,79.49945103,20.50108363
12517,635,6580,30.5,30.5,93.53561019,8150,79.50580336,20.49473133
12518,630,6580,30.5,30.5,93.54308348,8150,79.51215569,20.48837904
12519,630,6580,30.5,30.5,93.55055676,8150,79.51850803,20.48202675
12520,635,6580,30.5,30.5,93.55803004,8150,79.52486036,20.47567446
12521,635,6580,30.5,30.5,93.56550333,8150,79.53121269,20.46932217
12522,635,6580,30.5,30.5,93.57297661,8150,79.53756503,20.46296988
12523,640,6580,30.5,30.5,93.58044989,8150,79.54391736,20.45661759
12524,635,6580,30.5,30.5,93.58792317,8150,79.55026969,20.4502653
12525,635,6580,30.5,30.5,93.59539646,8150,79.55662203,20.44391301
12526,630,6580,30.5,30.5,93.60286974,8150,79.56297436,20.43756072
12527,635,6580,30.5,30.5,93.61034302,8150,79.56932669,20.43120843
12528,635,6580,30.5,30.5,93.61781631,8150,79.57567903,20.42485614
12529,635,6580,30.5,30.5,93.62528959,8150,79.58203136,20.41850385
12530,630,6580,30.5,30.5,93.63276287,8150,79.58838369,20.41215156
12531,635,6580,30.5,30.5,93.64023616,8150,79.59473603,20.40579927
12532,635,6580,30.5,30.5,93.64770944,8150,79.60108836,20.39944698
12533,635,6580,30.5,30.5,93.65518272,8150,79.60744069,20.39309469
12534,635,6580,30.5,30.5,93.662656,8150,79.61379303,20.3867424
12535,635,6570,30.5,30.5,93.67012929,8150,79.62014536,20.3803901
12536,640,6570,30.5,30.5,93.67760257,8150,79.62649769,20.37403781
12537,635,6570,30.5,30.5,93.68507585,8150,79.63285003,20.36768552
12538,635,6570,30.5,30.5,93.69254914,8150,79.63920236,20.36133323
12539,635,6570,30.5,30.5,93.70002242,8150,79.64555469,20.35498094
12540,640,6570,30.5,30.5,93.7074957,8150,79.65190703,20.34862865
12541,635,6570,30.5,30.5,93.71496899,8150,79.65825936,20.34227636
12542,635,6580,30.5,30.5,93.72244227,8150,79.66461169,20.33592407
12543,635,6570,30.5,30.5,93.72991555,8150,79.67096403,20.32957178
12544,635,6570,30.5,30.5,93.73738883,8150,79.67731636,20.32321949
12545,635,6570,30.5,30.5,93.74486212,8150,79.68366869,20.3168672
12546,635,6570,30.5,30.5,93.7523354,8150,79.69002102,20.31051491
12547,645,6570,30.5,30.5,93.75980868,8150,79.69637336,20.30416262
12548,640,6570,30.5,30.5,93.76728197,8150,79.70272569,20.29781033
12549,640,6570,30.5,30.5,93.77475525,8150,79.70907802,20.29145804
12550,635,6570,30.5,30.5,93.78222853,8150,79.71543036,20.28510575
12551,630,6570,30.5,30.5,93.78970182,8150,79.72178269,20.27875346
12552,635,6570,30.5,30.5,93.7971751,8150,79.72813502,20.27240117
12553,640,6570,30.5,30.5,93.80464838,8150,79.73448736,20.26604887
12554,635,6570,30.5,30.5,93.81212167,8150,79.74083969,20.25969658
12555,635,6570,30.5,30.5,93.81959495,8150,79.74719202,20.25334429
12556,635,6570,30.5,30.5,93.82706823,8150,79.75354436,20.246992
12557,635,6570,30.5,30.5,93.83454151,8150,79.75989669,20.24063971
12558,630,6570,30.5,30.5,93.8420148,8150,79.76624902,20.23428742
12559,635,6570,30.5,30.5,93.84948808,8150,79.77260136,20.22793513
12560,630,6570,30.5,30.5,93.85696136,8150,79.77895369,20.22158284
12561,635,6570,30.5,30.5,93.86443465,8150,79.78530602,20.21523055
12562,635,6570,30.5,30.5,93.87190793,8150,79.79165836,20.20887826
12563,635,6570,30.5,30.5,93.87938121,8150,79.79801069,20.20252597
12564,630,6570,30.5,30.5,93.8868545,8150,79.80436302,20.19617368
12565,635,6570,30.5,30.5,93.89432778,8150,79.81071536,20.18982139
12566,635,6570,30.5,30.5,93.90180106,8150,79.81706769,20.1834691
12567,640,6570,30.5,30.5,93.90927434,8150,79.82342002,20.17711681
12568,635,6570,30.5,30.5,93.91674763,8150,79.82977236,20.17076452
12569,635,6570,30.5,30.5,93.92422091,8150,79.83612469,20.16441223
12570,635,6570,30.5,30.5,93.93169419,8150,79.84247702,20.15805994
12571,635,6570,30.5,30.5,93.93916748,8150,79.84882936,20.15170764
12572,635,6560,30.5,30.5,93.94664076,8150,79.85518169,20.14535535
12573,635,6570,30.5,30.5,93.95411404,8150,79.86153402,20.13900306
12574,635,6570,30.5,30.5,93.96158733,8150,79.86788636,20.13265077
12575,635,6560,30.5,30.5,93.96906061,8150,79.87423869,20.12629848
12576,635,6570,30.5,30.5,93.97653389,8150,79.88059102,20.11994619
12577,635,6560,30.5,30.5,93.98400717,8150,79.88694336,20.1135939
12578,630,6560,30.5,30.5,93.99148046,8150,79.89329569,20.10724161
12579,635,6560,30.5,30.5,93.99895374,8150,79.89964802,20.10088932
12580,635,6560,30.5,30.5,94.00642702,8150,79.90600036,20.09453703
12581,635,6560,30.5,30.5,94.01390031,8150,79.91235269,20.08818474
12582,635,6560,30.5,30.5,94.02137359,8150,79.91870502,20.08183245
12583,630,6560,30.5,30.5,94.02884687,8150,79.92505736,20.07548016
12584,630,6560,30.5,30.5,94.03632016,8150,79.93140969,20.06912787
12585,635,6560,30.5,30.5,94.04379344,8150,79.93776202,20.06277558
12586,630,6560,30.5,30.5,94.05126672,8150,79.94411436,20.05642329
12587,635,6560,30.5,30.5,94.05874,8150,79.95046669,20.050071
12588,635,6560,30.5,30.5,94.06621329,8150,79.95681902,20.0437187
12589,635,6560,30.5,30.5,94.07368657,8150,79.96317136,20.03736641
12590,635,6560,30.5,30.5,94.08115985,8150,79.96952369,20.03101412
12591,630,6560,30.5,30.5,94.08863314,8150,79.97587602,20.02466183
12592,640,6560,30.5,30.5,94.09610642,8150,79.98222836,20.01830954
12593,635,6560,30.5,30.5,94.1035797,8150,79.98858069,20.01195725
12594,635,6560,30.5,30.5,94.11105299,8150,79.99493302,20.00560496
12595,635,6560,30.5,30.5,94.11852627,8150,80.00128536,19.99925267
12596,635,6560,30.5,30.5,94.12599955,8150,80.00763769,19.99290038
12597,635,6560,30.5,30.5,94.13347283,8150,80.01399002,19.98654809
12598,635,6560,30.5,30.5,94.14094612,8150,80.02034236,19.9801958
12599,630,6560,30.5,30.5,94.1484194,8150,80.02669469,19.97384351
12600,630,6560,30.5,30.5,94.15589268,8150,80.03304702,19.96749122
12601,640,6560,30.5,30.5,94.16336597,8150,80.03939936,19.96113893
12602,635,6560,30.5,30.5,94.17083925,8150,80.04575169,19.95478664
12603,635,6560,30.5,30.5,94.17831253,8150,80.05210402,19.94843435
12604,635,6560,30.5,30.5,94.18578582,8150,80.05845636,19.94208206
12605,635,6560,30.5,30.5,94.1932591,8150,80.06480869,19.93572977
12606,635,6560,30.5,30.5,94.20073238,8150,80.07116102,19.92937747
12607,630,6560,30.5,30.5,94.20820566,8150,80.07751336,19.92302518
12608,640,6550,30.5,30.5,94.21567895,8150,80.08386569,19.91667289
12609,630,6560,30.5,30.5,94.22315223,8150,80.09021802,19.9103206
12610,630,6550,30.5,30.5,94.23062551,8150,80.09657035,19.90396831
12611,635,6560,30.5,30.5,94.2380988,8150,80.10292269,19.89761602
12612,635,6550,30.5,30.5,94.24557208,8160,80.10927502,19.89126373
12613,635,6550,30.5,30.5,94.25304536,8160,80.11562735,19.88491144
12614,630,6550,30.5,30.5,94.26051865,8160,80.12197969,19.87855915
12615,635,6550,30.5,30.5,94.26799193,8160,80.12833202,19.87220686
12616,630,6550,30.5,30.5,94.27546521,8160,80.13468435,19.86585457
12617,630,6550,30.5,30.5,94.28293849,8160,80.14103669,19.85950228
12618,635,6550,30.5,30.5,94.29041178,8160,80.14738902,19.85314999
12619,635,6550,30.5,30.5,94.29788506,8160,80.15374135,19.8467977
12620,635,6550,30.5,31,94.30535834,8160,80.16009369,19.84044541
12621,635,6550,30.5,30.5,94.31283163,8160,80.16644602,19.83409312
12622,630,6550,30.5,30.5,94.32030491,8160,80.17279835,19.82774083
12623,635,6550,30.5,30.5,94.32777819,8160,80.17915069,19.82138854
12624,635,6550,30.5,30.5,94.33525148,8160,80.18550302,19.81503624
12625,635,6550,30.5,30.5,94.34272476,8160,80.19185535,19.80868395
12626,630,6550,30.5,30.5,94.35019804,8160,80.19820769,19.80233166
12627,640,6550,30.5,31,94.35767133,8160,80.20456002,19.79597937
12628,635,6550,30.5,30.5,94.36514461,8160,80.21091235,19.78962708
12629,640,6550,30.5,31,94.37261789,8160,80.21726469,19.78327479
12630,635,6550,30.5,30.5,94.38009117,8160,80.22361702,19.7769225
12631,635,6550,30.5,31,94.38756446,8160,80.22996935,19.77057021
12632,635,6550,30.5,30.5,94.39503774,8160,80.23632169,19.76421792
12633,640,6550,30.5,30.5,94.40251102,8160,80.24267402,19.75786563
12634,630,6550,30.5,31,94.40998431,8160,80.24902635,19.75151334
12635,630,6550,30.5,30.5,94.41745759,8160,80.25537869,19.74516105
12636,635,6550,30.5,30.5,94.42493087,8160,80.26173102,19.73880876
12637,630,6550,30.5,30.5,94.43240416,8160,80.26808335,19.73245647
12638,640,6550,30.5,30.5,94.43987744,8160,80.27443569,19.72610418
12639,635,6540,30.5,31,94.44735072,8160,80.28078802,19.71975189
12640,635,6550,30.5,30.5,94.454824,8160,80.28714035,19.7133996
12641,640,6540,30.5,30.5,94.46229729,8160,80.29349269,19.70704731
12642,640,6540,30.5,31,94.46977057,8160,80.29984502,19.70069501
12643,635,6540,30.5,31,94.47724385,8160,80.30619735,19.69434272
12644,635,6540,30.5,30.5,94.48471714,8160,80.31254969,19.68799043
12645,635,6540,30.5,30.5,94.49219042,8160,80.31890202,19.68163814
12646,635,6540,30.5,31,94.4996637,8160,80.32525435,19.67528585
12647,640,6540,30.5,30.5,94.50713699,8160,80.33160669,19.66893356
12648,640,6540,30.5,31,94.51461027,8160,80.33795902,19.66258127
12649,635,6540,30.5,31,94.52208355,8160,80.34431135,19.65622898
12650,630,6540,30.5,31,94.52955683,8160,80.35066369,19.64987669
12651,635,6540,30.5,31,94.53703012,8160,80.35701602,19.6435244
12652,635,6540,30.5,31,94.5445034,8160,80.36336835,19.63717211
12653,635,6540,30.5,30.5,94.55197668,8160,80.36972069,19.63081982
12654,640,6540,30.5,31,94.55944997,8160,80.37607302,19.62446753
12655,640,6540,30.5,30.5,94.56692325,8160,80.38242535,19.61811524
12656,640,6540,30.5,31,94.57439653,8160,80.38877769,19.61176295
12657,635,6540,30.5,31,94.58186982,8160,80.39513002,19.60541066
12658,635,6540,30.5,31,94.5893431,8160,80.40148235,19.59905837
12659,635,6540,30.5,30.5,94.59681638,8160,80.40783469,19.59270608
12660,640,6540,30.5,31,94.60428966,8160,80.41418702,19.58635378
12661,640,6540,30.5,31,94.61176295,8160,80.42053935,19.58000149
12662,640,6540,30.5,31,94.61923623,8160,80.42689169,19.5736492
12663,635,6540,30.5,31,94.62670951,8160,80.43324402,19.56729691
12664,630,6540,30.5,31,94.6341828,8160,80.43959635,19.56094462
12665,635,6540,30.5,31,94.64165608,8160,80.44594869,19.55459233
12666,635,6540,30.5,31,94.64912936,8160,80.45230102,19.54824004
12667,635,6540,30.5,31,94.65660265,8160,80.45865335,19.54188775
12668,630,6540,30.5,31,94.66407593,8160,80.46500569,19.53553546
12669,635,6540,30.5,31,94.67154921,8160,80.47135802,19.52918317
12670,635,6540,30.5,31,94.67902249,8160,80.47771035,19.52283088
12671,640,6530,30.5,31,94.68649578,8160,80.48406269,19.51647859
12672,635,6530,30.5,31,94.69396906,8160,80.49041502,19.5101263
12673,630,6530,30.5,31,94.70144234,8160,80.49676735,19.50377401
12674,630,6540,30.5,31,94.70891563,8160,80.50311968,19.49742172
12675,635,6530,30.5,31,94.71638891,8160,80.50947202,19.49106943
12676,635,6530,30.5,31,94.72386219,8160,80.51582435,19.48471714
12677,635,6530,30.5,31,94.73133548,8160,80.52217668,19.47836485
12678,635,6530,30.5,31,94.73880876,8160,80.52852902,19.47201255
12679,630,6530,30.5,31,94.74628204,8160,80.53488135,19.46566026
12680,630,6530,30.5,31,94.75375532,8160,80.54123368,19.45930797
12681,635,6530,30.5,31,94.76122861,8160,80.54758602,19.45295568
12682,635,6530,30.5,31,94.76870189,8160,80.55393835,19.44660339
12683,630,6530,30.5,31,94.77617517,8160,80.56029068,19.4402511
12684,630,6530,30.5,31,94.78364846,8160,80.56664302,19.43389881
12685,635,6530,30.5,31,94.79112174,8160,80.57299535,19.42754652
12686,630,6530,30.5,31,94.79859502,8160,80.57934768,19.42119423
12687,635,6530,30.5,31,94.80606831,8160,80.58570002,19.41484194
12688,640,6530,30.5,31,94.81354159,8160,80.59205235,19.40848965
12689,635,6530,30.5,31,94.82101487,8160,80.59840468,19.40213736
12690,640,6530,30.5,31,94.82848815,8160,80.60475702,19.39578507
12691,635,6530,30.5,31,94.83596144,8170,80.61110935,19.38943278
12692,640,6530,30.5,31,94.84343472,8170,80.61746168,19.38308049
12693,630,6520,30.5,31,94.850908,8170,80.62381402,19.3767282
12694,630,6520,30.5,31,94.85838129,8170,80.63016635,19.37037591
12695,635,6520,30.5,31,94.86585457,8170,80.63651868,19.36402361
12696,640,6520,30.5,31,94.87332785,8170,80.64287102,19.35767132
12697,640,6520,30.5,31,94.88080114,8170,80.64922335,19.35131903
12698,635,6520,30.5,31,94.88827442,8170,80.65557568,19.34496674
12699,635,6520,30.5,31,94.8957477,8170,80.66192802,19.33861445
12700,635,6520,30.5,31,94.90322098,8170,80.66828035,19.33226216
12701,635,6520,30.5,31,94.91069427,8170,80.67463268,19.32590987
12702,635,6520,30.5,31,94.91816755,8170,80.68098502,19.31955758
12703,630,6520,30.5,31,94.92564083,8170,80.68733735,19.31320529
12704,635,6520,30.5,31,94.93311412,8170,80.69368968,19.306853
12705,635,6520,30.5,31,94.9405874,8170,80.70004202,19.30050071
12706,635,6520,30.5,31,94.94806068,8170,80.70639435,19.29414842
12707,640,6520,30.5,31,94.95553397,8170,80.71274668,19.28779613
12708,635,6520,30.5,31,94.96300725,8170,80.71909902,19.28144384
